990
869
1795
2597
1265
42486
2573
4153
1796
47869
12300
4307
4625
2317
5914
5928
4471
8153
13270
69716
2840
3739
36718
13871
11179
9070
6058
45681
15542
12784
30513
14460
4385
14642
1.365e+05
4.1656e+05
28550
1.8538e+05
5921
1374
35781
33320
1.1537e+05
14336
50608
11498
24581
77582
70880
2.6122e+05
1.2429e+06
99666
1.467e+05
4885
27971
43538
